mds_code,bookid,title,description
668,19195696,Find Out About Plastic,"Part of a series of books aimed at children working at Key Stage One, this volume encourages the younger reader to explore plastics. Each page features a full-page colour photograph with a simple text to stimulate interest and discussion."
668,192456,Making Soap for Fun and Profit,A must have full of creative ideas for anyone desiring to learn the craft of soap making.
668,19417419,Plastic (I Know That!: Materials),"One of a series of non-fiction books for children working at Key Stage One, this book looks at the properties of plastic, familiar things that are made from plastic and where the material comes from."
668,19845166,"The Natural Soap Making Book for Beginners: Do-It-Yourself Soaps Using All-Natural Herbs, Spices, and Essential Oils",The Natural Soap Making Book for Beginners will show you how to make your own soaps without artificial dyes and chemicals.
668,20074994,Simple & Natural Soapmaking: Create 100% Pure and Beautiful Soaps with The Nerdy Farm Wife’s Easy Recipes and Techniques,"""Create fabulous modern soaps the truly natural, eco-friendly way. With this new comprehensive guide, herbalist Jan Berry offers everything the modern-day enthusiast needs to make incredible botanical soaps. Beginners can join in the sudsy fun with detailed tutorials and step-by-step photographs for making traditional cold-process soap and the more modern hot-process method with a slow cooker. Jan presents 50 easy, unique soap recipes with ingredients and scents inspired by the herb garden, veggie garden, farm, forest and more. Sample soap recipes you won't want to miss are Lavender Milk Bath Bars, Sweet Honey & Shea Layers Soap, Creamy Avocado Soap, Citrus Breeze Brine Bars, Mountain Man Beard & Body Bars and Classic Cedarwood & Coconut Milk Shave Soap. Featured resources are Jan's handy guides to common soapmaking essential oils and their properties, oil and milk infusions with healing herbs and easy decoration techniques. The book also contains Jan's highly anticipated natural colorants gallery showcasing more than 50 soaps that span the rainbow. Soap crafters of all levels will enjoy referencing this book for years to come. All recipes are sustainably palm-free!""--Amazon.com."
668,20152581,Smart membrane materials and systems from flat membranes to microcapsule membranes,"?Smart Membrane Materials and Systems: From Flat Membranes to Microcapsule Membranes"" comprehensively and systematically treats modern understanding of smart or intelligent membranes with environmental stimuli-responsive functions. The contents range from flat membranes to microcapsule membranes with various response properties, such as thermo-response, pH-response, glucose-response, molecular-recognition, and dual-/multi-stimuli-response. While chapters may be read as stand-alone, together they clearly describe cover design concepts, fabrication strategies and methods, microstructures and performances of smart membranes. Vivid schematics and illustrations throughout the book enhance accessibility to the theory and technologies. The book is intended for researchers and postgraduate students in membrane science and technology, separations and controlled-release.? Dr. Liang-Yin Chu is a professor at the School of Chemical Engineering, Sichuan University, China. He is a Distinguished Young Scholar of the National Natural Science Foundation of China and a Distinguished Professor of ""Chang Jiang Scholars Program"" of the Ministry of Education of China."
668,20345619,Practical guide to injection moulding,"Injection moulding is the most widely used processing technique for plastics worldwide. As a leading machinery manufacturer Arburg have been running training courses in this subject for many years. Dr Goodship has edited the essential course material and added background information to produce an excellent book on the subject. This book includes many figures, tables and fl ow charts to guide the reader through the process of injection moulding, from machinery details, set up, working with different materials and troubleshooting to new developments. This will be a useful reference to experience"
668,20354912,"Organic Polymer Chemistry: An Introduction to the Organic Chemistry of Adhesives, Fibres, Paints, Plastics, and Rubbers","This book deals with the organic chemistry of polymers which find tech?? nological use as adhesives, fibres, paints, plastics and rubbers. For the most part, only polymers which are of commercial significance are considered and the primary aim of the book is to relate theoretical aspects to industrial practice. The book is mainly intended for use by students in technical institutions and universities who are specializing in polymer science and by graduates who require an introduction to this field. There are available several books dealing with the physical chemistry of polymers but the organic chemistry of polymers has not received so much attention. In recognition of this situation and because the two aspects of polymer chemistry are often taught separately, this book deals specifically with organic chemistry and topics of physical chemistry have been omitted. Also, in this way the book has been kept to a reasonable size. This is not to say that integration of the two areas of polymer science is undesirable; on the contrary, it is important that the inter-relationship should be appreciated. I was gratified by the favourable comments prompted by the first edition of the book and I have therefore retained the same organization in this second edition. Nevertheless, the book has been extensively revised to reflect the developments which have taken place."
668,20360617,Mixing in single screw extrusion,"Extrusion is used for about half of all plastics product manufacture, mostly using single screw extruders. Very often part of their role is the incorporation of one or more of a very wide range of additives, mainly in the form of masterbatches. These range from very visible colours to the invisible traces of anti-block and slip additives. There are also continuing pressures to improve overall economics and these require increased mixing performance in many cases.The situation that mixing in conventional single screw extruders can easily be sub-standard for the application is illustrated in the"
668,20366399,Practical Guide to Studying Dendrimers,"Dendrimers belong to the class of nanoparticles and are promising tools in nanomedicine. This book provides a compact, up-to-date description of methods useful in studying biological properties of dendrimers. It focuses on biological properties of dendrimers and creates a practical guide that reviews the methods used to study these aspects of dendrimers. There is a need to describe a set of methods applied to characterise different types of dendrimers. Such standardisation will hopefully help to compare different families of dendrimers in the future. This book presents a methodological approac"
668,20375567,Practical guide to blow moulding,"When designing a product it is important to consider aspects such as a material's characteristics, the processing methods available, the assembly and finishing procedures, and the life cycle and expected performance of the product. This book presents the basics of blow moulding as well as the latest state-of-the-art and science of the industry.A key feature is the approach of discussing the 'basics' and then taking the reader through the entire process from design development through to final production."
668,20438700,Polymer blends Volume 2,"Polymer Blends, Volume 2 aims to show the importance of mixed polymer systems as a major branch of macromolecular science and provides a broad background of principles and practices in this field. Starting from where the first volume left off, the book covers topics in the area of polymer blends in Chapters 11-23. Areas of coverage include interpenetrating polymer networks; interfacial agents for polymer blends; rubber modification of plastics; fracture phenomena; coextruded multilayer polymer films and sheets; polymeric plasticizers; and polyolefin blends and their applications. The book is recommended for scientists, technologists, and engineers in the academe, research, and related industry, especially those who wish to be updated with its advances as a science."
668,20487771,Polyolefins: 50 years after Ziegler and Natta II: Polyolefins by Metallocenes and Other Single-Site Catalysts (Advances in Polymer Science Book 258),"Advances in Polymer Science enjoys a longstanding tradition and good reputation in its community. Each volume is dedicated to a current topic, and each review critically surveys one aspect of that topic, to place it within the context of the volume. The volumes typically summarize the significant developments of the last 5 to 10 years and discuss them critically, presenting selected examples, explaining and illustrating the important principles, and bringing together many important references of primary literature. On that basis, future research directions in the area can be discussed. Advances in Polymer Science volumes thus are important references for every polymer scientist, as well as for other scientists interested in polymer science - as an introduction to a neighboring field, or as a compilation of detailed information for the specialist."
668,20492814,Phenolic resins a century of progress,"The legacy of Leo Hendrik Baekeland and his development of phenol formal- hyde resins are recognized as the cornerstone of the Plastics Industry in the early twentieth century, and phenolic resins continue to ?ourish after a century of robust growth. On July 13, 1907, Baekeland ?led his ?heat and pressure ? patent related to the processing of phenol formaldehyde resins and identi?ed their unique utility in a plethora of applications. The year 2010 marks the Centennial Year of the prod- tion of phenolic resins by Leo Baekeland. In 1910, Baekeland formed Bakelite GmbH and launched the manufacture of phenolic resins in Erkner in May 1910. In October 1910, General Bakelite began producing resins in Perth Amboy, New Jersey. Lastly, Baekeland collaborated with Dr. Takamine to manufacture phenolic resins in Japan in 1911. These events were instrumental in establishing the Plastics Industry and in tracing the identity to the brilliance of Dr. Leo Baekeland. Phenolic resins remain as a versatile resin system featuring either a stable, thermoplastic novolak composition that cures with a latent source of formaldehyde (hexa) or a heat reactive and perishable resole composition that cures thermally or under acidic or special basic conditions. Phenolic resins are a very large volume resin system with a worldwide volume in excess of 5 million tons/year, and its growth is related to the gross national product (GNP) growth rate globally."
668,20498972,Biosurfactants,"The microbial world has given us many surprises including microbes that grow under extremely harsh conditions (122C at 40 MPa), novel metabolisms such as the uranium and perchlorate reduction, and novel chemicals that can be used to control diseases. We continually face new and difficult problems such as the need to transition to more carbon-neutral energy sources and to find eco-friendly chemicals and to find new drugs to treat disease. Will it be possible to tap into the seemingly limitless potential of microbial activity to solve our current and future problems?The answer to this question is probably yes. We are already looking to the microbial world to provide new energy sources, green chemicals to replace those made from petroleum, and new drugs to fight disease. To help us along these paths, we are deciphering how microorganisms interact with each other. We know that microbial populations interact and communicate with each other. The language that microbes use is chemical where small molecules are exchanged among different microbial cells. Sometimes, these chemicals suppress activities of competitors and could be used as antibiotics or may have other therapeutic uses. Other times, the chemicals stimulate complex responses in microbial populations such as fruiting body or biofilm formation. By understanding the conversation that microbes are having among themselves, e. g."
668,20501494,"Formulating, packaging, and marketing of natural cosmetic products","Balanced coverage of natural cosmetics, and what it really means to be ""green"" The use of natural ingredients and functional botanical compounds in cosmetic products is on the rise. According to industry estimates, sales of natural personal care products have exceeded $7 billion in recent years. Nonetheless, many misconceptions about natural products--for instance, what ""green"" and ""organic"" really mean--continue to exist within the industry. Formulating, Packaging, and Marketing of Natural Cosmetic Products addresses this confusion head-on, exploring and detailing the sources, processing, safety, efficacy, stability, and formulation aspects of natural compounds in cosmetic and personal care products. Designed to provide industry professionals and natural product development experts with the essential perspective and market information needed to develop truly ""green"" cosmetics, the book covers timely issues like biodegradable packaging and the potential microbial risks they present, the use of Nuclear Magnetic Resonance (NMR) to identify biomarkers, and chromatographic methods of analyzing natural products. A must-read for industry insiders, Formulating, Packaging, and Marketing of Natural Cosmetic Products provides the reader with basic tools and concepts to develop naturally derived formulas."
668,2060584,Plastics engineering,"This book presents in a single volume the basic essentials of the properties and processing behaviour of plastics and composites. The aim is to give engineers and technologists a sound understanding of basic principles without the introduction of unduly complex levels of mathematics or chemistry and thereby set plastics in their proper context as engineering materials.This textbook pioneered the approach whereby both properties and processing of reinforced and unreinforced plastics are covered in a single volume. It assumes no prior knowledge of plastics, and emphasises the practic"
668,20846961,Scent from the Garden of Paradise. Musk and the Medieval Islamic World (Islamic History and Civilization),"Since antiquity, musk has been a valued perfume and medicine. Because the musk deer only lives in Central Eurasia, people in other locations had to trade for its musk. For medieval Islamic civilization, musk became the most important of all aromatics. The musk trade thus illuminates the nature of medieval Asian trade and musk's cultural effects on the Islamic world. Scent from the Garden of Paradise: Musk and the Medieval Islamic World examines the history of musk from its origins in Asia to its uses in the medieval Middle East, surveys the Islamic literature on musk, and discusses the roles of musk in perfumery and medicine, as well as the symbolic importance of musk in Islam."
668,20981524,The Complete Photo Guide to Soap Making,"Homemade soaps, scrubs, salves, lotions, and other bath and body products have been popping up all over the places from craft fairs to Etsy and it's no surprise why. Soap making is a fun and creative hobby that you can do right in the comfort of your own kitchen. Want to learn how? Look no further. ""The Complete Photo Guide to Soap Making"" is an A-Z primer on all things soap making. Written by About.com soap making expert David Fisher, this easy-to-use book will guide you through everything you need to know from necessary ingredients, tools, and safety requirements to soap making methods, including: melt and pour, hand milling, cold process, and hot process. You'll be a pro in no time! Each of the chapters focuses on a specific method, demonstrating basic process, decorative techniques, recipes, and related products such as scrubs, bath bombs, and liquid soaps. You'll also find a section on how to formulate original recipes, plus guidance on storage and ideas for packaging to impress your friends, family, and maybe even customers! So grab your creativity and some great ingredients and let's get started."
668,2109298,"Cosmetic and Toiletry Formulations, Vol. 8 (Cosmetic & Toiletry Formulations)","This book contains hundreds of cosmetic and toiletry formulations based on information received from numerous industrial companies and other organizations. Each formulation is indentified by a description of end use. The formulations contains a listing of each raw material, processing procedure, and source of the formula."
668,2109303,Milady's Skin Care and Cosmetic Ingredients Dictionary,"Milady's Skin Care and Cosmetic Ingredients Dictionary, third edition, is a multi-purpose resource for cosmetic professionals and consumers alike. Part one puts cosmetics in the context of skin care. It provides an overview of skin physiology. In order to understand how and why a product works it is essential to understand how the skin works. It gives an overview of the complexity of cosmetic chemistry particularly with respect to product penetration, and highlights the current challenges facing cosmetic formulators. In addition, it offers comprehensive discussion of the various skin types and conditions in order to help professionals in their product selection. Lastly, it defines common cosmetic industry terminology used by cosmetic manufacturers, professional estheticians, marketers and the media. The second part is dedicated to helping cosmetic users identify the function and purpose of specific ingredients. It is an alphabetical dictionary that lists and describes not only active principles but all other categories of ingredients that comprise a skin care cosmetic. As scientific knowledge of skin physiology and cosmetic chemistry advances, so do cosmetic products. This volume puts everything in context in an easy to read, easy to understand, user-friendly format."
668,21107472,Polymer Melt Fracture,"The continually growing plastics market consists of more than 250 million tons of product annually, making the recurring problem of polymer melt fracture an acute issue in the extrusion of these materials. Presenting a pictorial library of the different forms of melt fracture and real industrial extrusion melt fracture phenomena, Polymer Melt Fracture provides pragmatic identification and industrial extrusion defect remediation strategies based on detailed experimental and theoretical findings from the last 50 years. Distinct microscopic photos Each chapter in this comprehensive volume covers a different aspect of the science and technology relating to polymer melt fracture. The book begins with a collection of optical and scanning electron microscopy pictures. These photos show distorted capillary die extrudates for a number of commercially available polymers. The authors present a brief introduction to the basic science and technology of polymers. They explain what polymers are, how they are made, and how they can be characterized. They also discuss polymer rheology, review the principles of continuum mechanics, and define linear viscoelastic material functions. Techniques for observing and measuring fracture Next, the book explains how polymer melt fracture is actually experienced in the polymer processing industry. It explains the various ways polymer melt fracture may appear during polymer melt processing in different extrusion processes. The authors provide comprehensive reviews of the polymer melt fracture literature, with chapters on experimental findings and the techniques used to observe and measure polymer melt fracture, and the influence of polymer architecture and polymer processing conditions on the onset and types of polymer melt fracture. Posing a hypothesis about the phenomenon, the book presents the current understanding of polymer melt fracture. Mathematical equations Recognizing the importance of models for simulations that may indicate potential solutions, the book discusses aspects of non-linear constitutive equations and microscopic theory and develops a macroscopic model, explaining the capabilities and limitations of this approach. The book presents an overview of pragmatic tools and methods that have been used to prevent the appearance of polymer melt fracture and explains how to use them to suppress defects."
668,21135138,Degradable polymers : principles and applications,"The emphasis in degradable polymers has changed since the first edition of this book. Biomedical and agricultural applications remain important topics of scientific and commercial interest in the second edition. However, an increased emphasis on composting as a means of recovering value from wastes has led to a new impetus to understand how plastics degrade in the environment and the implication of this for international standards. Polymers based on renewable resources are also a major topic in this edition but the debate continues about their long-term sustainability and ecological advantages over degradable man-made polymers. Degradable Polymers will be of interest not only to academic and industrial scientists working on packaging, agricultural and medical applications of plastics but also to students of environmental science and legislators concerned with the effects of man-made materials in the environment."
668,21231737,"Industrial Applications of Renewable Biomass Products Past, Present and Future","This book effectively links the latest scientific advances to current technological applications of polymers, mainly focusing on biodegradable polymers obtained from biomass. The individual chapters were written by academic and industry researchers alike, introducing readers to topics that have received little attention in the literature to date. Key topics covered include polymers used in various areas such as food packaging, pharmaceuticals, energy production and the cosmetics industry, as well as the treatment of aqueous effluents. ."
668,21231859,Intelligent polymers for nanomedicine and biotechnologies,"""Almost all synthetic materials over time induce some level of inflammation and fibrosis. Therefore, even though the successes of biomaterials science in producing acceptable solutions to the problem of biocompatibility have been remarkable, there remains enormous opportunity for improvement. The goal is the development of intelligent materials that replicate and mimic the ability of tissues and biological materials to adapt and renew. This book describes the synthesis and the analysis of new smart polymeric materials and their practical implications in nanomedicine and biotechnology. It offers a comprehensive overview, gathering recent and innovative research on multiple aspects within the field of smart polymeric materials that offer new perspectives in developing current advanced biotechnologies. The text contains both experimental and theoretical issues that reflect the impact of the materials characteristics in target applications. It deals with recent advances in the design of new polymeric materials for advanced applications but also on the study of their structure-properties relationship in order to move from completely inert, static structures to flexible ones capable to respond to environmental changes. ""--Provided by publisher."
668,212546,Gourmet Soaps,"Following the international success of The Handmade Soap Book, Melinda Coss introduces new techniques for making, colouring and decorating soap in Gourmet Soaps Made Easy. Using modern materials and exotic oils, she presents a scrumptious selection of recipes for those who like to pamper themselves with creamy bubbles and sensuous delights, from practical treatments like the sea-salt scrub and moisturising bar to aromatic luxuries such as silk andshea butter and rosehip and patchouli soaps. The book is packed with information on equipment, oils, colours, scents, additives, packaging ideas and safety. There is also an insider's guide to the business of selling soap."
668,21256637,Polyolefin Compounds and Materials Fundamentals and Industrial Applications,"This book describes industrial applications of polyolefins from the researchers' perspective. Polyolefins constitute today arguably the most important class of polymers and polymeric materials for widespread industrial applications. This book summarizes the present state of the art. Starting from fundamental aspects, such as the polymerization techniques to synthesize polyolefins, the book introduces the topic. Basic knowledge about polyolefin composites and blends is explained, before applications aspects in different industry sectors are discussed. The spectrum comprises a wide range of applications and industry sectors, such as the packaging and food industry, the textile industry, automotive and buildings, and even biomedical applications. Topics, which are addressed in the various chapters, comprise synthesis and processing of the materials; their classification; mechanical, physical and technical requirements and properties; their characterization; and many more. In the end of the book, even the disposal, degradation and recycling of polyolefins are addressed, and light is shed on their commercial significance and economic value. In this way, the book follows the entire 'lifetime' of polyolefin compounds and materials: from their synthesis and processing, over applications, to the recycling and reuse of disposed or degraded polyolefin substrates."
668,212601,Melt & Mold Soap Crafting,"Cook colorful, whimsical, eye-catching soaps right in your microwave! It's easy and fun with C. Kaila Westerman's guide to creative soap making. Westerman's recipes are free of harsh chemicals and she encourages you to play with colors, scents, and shapes that the whole family will enjoy -- from rubber duckies to sailboats, stars, and gemstones. With an inexpensive soap base, some food coloring, and a bit of imagination, you can quickly create handy bars for kid-friendly cleaning and hours of bath time fun."
668,212724,The Handmade Soap Book,"""In a world filled with pollution and chemicals, this book shows you how to create your own soaps and bathtime luxuries using only natural ingredients and very little specialist equipment. Create the perfect gift for family and friends, kids and grown-ups.This book features a huge range of exotic and tempting ingredients, such as peach, peppermint, ylang ylang, cinnamon and chocolate, and includes recipes for shampoo bars, body splashes and bath creams. The simple, sumptuous and easy-to-follow recipes and luscious photography will tempt and inspire all."" --"
668,21289598,Polyurethane Immobilization of Cells and Biomolecules: Medical and Environmental Applications,"This book provides a comprehensive review of the chemistry and research illustrating the benefits of polyurethane for immobilizing cells, with dozens of case studies in medical devices and environmental engineering. ?Ø Offers an essential resource for medical and environmental scientists ?Ø Provides a multidisciplinary and lucid writing style that uses little or no jargon ?Ø Extrapolates current technology into advanced areas, especially environmental remediation and medical devices ?Ø Fills the gap between immobilization research and practical applications"
668,2141420,Making Your Own Incense,"Since 1973, Storey's Country Wisdom Bulletins have offered practical, hands-on instructions designed to help readers master dozens of country living skills quickly and easily. There are now more than 170 titles in this series, and their remarkable popularity reflects the common desire of country and city dwellers alike to cultivate personal independence in everyday life."
668,2143204,Do it Yourself: Pure Plant Skincare,"""Learn how to make customised aromatherapy and herbal skin care preparations to suit your skin type and a range of remedies for various skin conditions. Step by step instructions are given to ensure your preparations are successful. Recipes include creams, ointments, gels, cleansers, toners, moisturisers, masks and exfoliants as well as wonderful perfume recipes, soap, bath and hair care preparations, home cleaners and much more. Information on herbs, essential oils, clays, emulsifiers, preservatives and a large range of natural ingredients is included. In this second edition of Do It Yourself Pure Plant Skin Care, you will find many new recipes and be introduced to new ingredients. There are over 300 recipes and among them you will find powders and pastes for cleaning your teeth and simple colour cosmetics such as blush, face powder and eye colours, shampoo and conditioner bars, as well as recipes featuring unique Australian ingredients""--Publisher's description."
668,21469765,Nylon (Investigate Materials),"Modern, bright photography and age-appropriate text engage young learners in an exploration of everyday materials in this new series. Using simple, colorful, familiar objects to demonstrate the characteristics of such textiles as silk, cotton, wool, and nylon, each installment encourages readers to ask and answer questions and to plan and conduct simple investigations. Based on National Science Education Standards, this series is an ideal supplement for preschool and kindergarten teachers and offers parents a unique opportunity to prepare youngsters for formal education.Words to know, interest"
668,21477682,Biosurfactants in Food,"The present work aims to cover the perspectives of biosurfactants, which can be of interest in food-related industries and biomedical applications. Biosurfactants are a structurally diverse group of surface-active molecules extensively produced by bacteria, yeast and fungi. Despite having significant potential associated with emulsion formation, anti-adhesive and antimicrobial activities, considerably few applications have been reported regarding applications of biosurfactants in food formulations and processing. The utilization of biosurfactants, which are highly functional in food and biomedical applications, has become more and more significant. Along with providing an overview of biosurfactant properties, the book suggests how these properties could be applicable in the food industry."
668,21638194,"Natural Soap at Home: How to Make Felted Soap, Wine Soap, Fruit Soap, Goat's Milk Soap, and Much More","The creator of the natural skin care line Moon Magic, Liz McQuerry offers here a step-by-step guide for natural cold-process soap crafting. Mostly utilizing kitchen ingredients to create a variety of innovative soap blends-including felted soap, beer soap, and seasonal soaps-McQuerry will put you in touch with your inner alchemist. From body bars to hair care bars, with wonderful tidbits and advice on herbs and essential oil blends, you and your family will enjoy a clean like never before. Here are instructions for: Mermaid Kisses Salty Sea Soap Golden Coconut Milk Soap Wine and Rose Soap Felted Soap Stones Refreshing Lemon Solid Shampoo Bars Beard Wash Solid Soap Bars And more! After you learn to make your own soap, you'll also discover how to scent, color, design, troubleshoot, and even sell your soap. McQuerry's soaps make for attractive and personal bathroom and kitchen décor at home, as well as nifty gifts for just about any occasion."
668,21875317,Lemons Are a Girl&#039;s Best Friend: 60 Superfood Recipes to Look and Feel Your Best,"This compact, illustrated guide offers advice on the 30 most nourishing superfoods and explains why they will boost your beauty routine. From cherries to olives, or avocados to pomegranates, find out how each natural wonder-product boosts wellbeing and nurtures healthier skin, hair, body and nails."
668,22317744,"Homemade Perfume: Create Exquisite, Naturally Scented Products to Fill Your Life with Botanical Aromas","This unprecedented, comprehensive guide from renowned perfumer Anya McCoy is an inspiring resource for anyone interested in creating artisanal perfume at home. Discover simple step-by-step methods for making perfume without harsh chemicals. Jump right in, using local plants and common household ingredients. Soon youll be building your own scent collection and creating unforgettable gifts for friends and family."
668,224014,The Complete Soapmaker,"Discusses every step in the soapmaking process from finding and using the right equipment and ingredients to making basic bars to handling lye safely. Includes over fifty recipes for making fruit, vegetable, herbal, and specialty soaps."
668,2242754,Handbook of Adhesives & Sealants,"Publisher's Note: Products purchased from Third Party sellers are not guaranteed by the publisher for quality, authenticity, or access to any online entitlements included with the product. The most complete guide to polymeric adhesives and sealants, this second edition will provide the best opinions on the latest advances in the industry The Handbook of Adhesives and Sealants, 2nd Edition is primarily written to assist all those who have a permanent or temporary interest in adhesives and sealants. For those new to the field, the Handbook will provide a fundamental knowledge base of materials and processes as well as reasons why they work and (more importantly) why they don't work. To the more experienced reader, the breadth and thoroughness of the Handbook will provide a way to reduce time spent on trial and error development or on searching for the optimal recommended process. For the academic, the Handbook will connect the important theories regarding surface science, polymeric materials, and mechanics with practical products and applications of commercial significance.This edition includes major new sections on radiation curable adhesive, biological and naturally occurring adhesives, inorganic adhesives, role of bulk properties of the adhesive, non-destructive testing, and industrial application methods. A completely new chapter is devoted to adhesives used in various industries such as automobile, electrical / electronic, construction, packaging, aerospace, household do-it-yourself, and medical."
668,22512735,"Soap Making Business Startup: How to Start, Run & Grow a Million Dollar Success From Home!","This book explains to you in simple terms, how to create great natural and organic soaps and not just make soaps, there is a difference. You will get to see and understand that difference, when you understand each ingredient and how they interact and react with each other. You will not have a great business if you are just making carbon copy of a few soaps of other people which your customers can go buy from any local stores. What will make you unique is when you create a blend or two of your own and people start liking your creation. That is when you can hit the home run in business. Imagine growing your soap company into a local, regional and ultimately a national brand, where your soaps will be sold at every Whole food Body, Bath and Beyond, Home Goods and many other great retailers. This is a two part book. In the first part you will be showed how to get started with soap making. In the second part, you will be taught everything you need to know about turning your new found passion into a successful business."
668,22572004,"Milk Soaps: 35 Skin-Nourishing Recipes for Making Milk-Enriched Soaps, from Goat to Almond","Handmade soap is made extra special with the addition of milk! Soaps enriched with milk are creamier than those made with water, and milk's natural oils provide skin-renewing moisture and nourishment. In Milk Soaps, expert soap maker Anne-Marie Faiola demystifies the process with step-by-step techniques and 35 recipes for making soaps that are both beautiful and useful. She explains the keys to success in using a wide range of milk types, including cow, goat, and even camel milk, along with nut and grain milks such as almond, coconut, hemp, rice, and more. Photographs show soap makers of all levels how to achieve a variety of distinctive color and shape effects, including funnels, swirls, layers, and insets. For beginners and experts alike, this focused guide to making milk-enriched soaps offers an opportunity to expand their soapmaking skills in new and exciting ways. Expert soap maker and best-selling author Anne-Marie Faiola shares her accessible techniques for making visually beautiful, skin-nourishing soaps enriched with animal, nut, and seed milks. Soaps made with milk lather luxuriously and cleanse gently without stripping skin of its natural oils. Expert soap maker Anne-Marie Faiola guides you through the process of creating your own moisturizing soaps using a wide variety of milks, from cow and goat to vegan nut milks, and shows you how to achieve decorative effects including swirls, insets, and layers. The result? A bounty of visually stunning, fragrant, all-natural bars that you and your skin will love."
668,2306258,Plastic,"Features interesting facts on 77 plastic products and materials, a table of physical and chemical properties for plastics, a website directory, and key properties of each featured material."
668,230881,Rose Recipes from Olden Times,"This book gives the original recipes for potpourris and pomanders, perfumes and sweet waters, and culinary recipes like conserves -- both petals and hips -- sauce eglantine, rossoly, rose jelly, rose hip marmalade, rose hip tarts, pickled rosebuds, rose and fruit salad, and more. 83 recipes."
668,2314309,Making Natural Milk Soap,"Since 1973, Storey's Country Wisdom Bulletins have offered practical, hands-on instructions designed to help readers master dozens of country living skills quickly and easily. There are now more than 170 titles in this series, and their remarkable popularity reflects the common desire of country and city dwellers alike to cultivate personal independence in everyday life."
668,23150541,Perfume: In Search of Your Signature Scent,"A beautifully made scent can encapsulate a particular feeling, transport you to a very specific time in life with clarity, or remind you of a special loved one or friend. And just like wearing your favourite outfit or shoes, your favourite perfume can make you feel invincible. The question is, how do you find such a creation? With the number of new releases steadily increasing, it can be bewildering even attempting to find a perfume you like, let alone love. In Perfume, Neil Chapman guides readers through a world that can at times seem overwhelming. Fragrances of every variety are listed 'note by note' in clearly divided categories that will steer you in the direction of a perfume you not only like, but love and cherish as `your' signature scent. Chapters explore popular notes (for example, vanilla, sandalwood, jasmine, rose, patchouli, chocolate) or a broader identifiable group (such as 'oceanics', 'green florals' or 'anti-perfume'), giving an insight into that particular category as well as a clear sense of the similarities and differences between the scents described within it. Featuring over 700 scents, from vintage perfumes to department store classics, rarities and niche boutique fragrances, Perfume is a true portal into the beautiful world of perfume. The further you go on this journey, the more you will be amazed by how many beautiful creations do exist if you take the time to look."
668,23215319,"The Complete Guide to Natural Soap Making: Create 65 All-Natural Cold-Process, Hot-Process, Liquid, Melt-and-Pour, and Hand-Milled Soaps","""Soapmaking is a wonderful hobby that combines both science and art. No matter your reason for jumping into the craft of soapmaking, one thing is for certain...your skin will thank you! What we put ON our bodies is just as important as what we put IN our bodies. When you make your own soap, you can control what you put on your body by choosing skin loving oils and butters such as olive oil and shea butter, beneficial additives such as herbs and clays and natural essential oils such as lavender and tea tree that you can mix and combine to create powerful aromas. Many people with skin conditions, such as eczema, or other sensitivities do well when using gently formulated handmade soap. Many soap makers begin their soapmaking journey to help relieve their skin condition or a family member's skin condition."" --"
668,23314839,Klutz Make Your Own Soap Craft & Science Kit,"Making soap has never been this easy! Klutz brings you a complete kit for melting and moulding up to 10 soaps from scratch. With the included soap moulds, bright colours, coconut papaya fragrance, soap stickers, and skin-safe glitter, you'll be well on your way to being squeaky-clean in no time. Plus, while you're waiting for your signature soap to harden, you'll enjoy the added soap-based science experiments you can do right in your own kitchen. It's 100% Klutz certified, good, clean fun."
668,2342065,Perfume Handbook,"In 1948 I was posted, as a Political Officer, to a remote part of south-west Arabia on the edge of the great desert called the Empty Quarter. In valleys made fertile by seasonal flood-waters lay the remains of an ancient civilization. I found inscriptions and the ruin sites of towns, palaces and temples. Almost buried under the sand dunes were the tumbled walls of a great city. From here, two thousand years before, huge camel caravans had trudged their way along 1600 miles of burning sand and rocks to Petra and Gaza, burdened with a most precious cargo - frankincense, myrrh and other perfume materials for the courts, temples and perfume shops of Rome. My book Frankincense and Myrrh delved into the details of this romantic trade and led to a broader interest in the perfumes of ancient times. Then, researching on behalf of a perfume house into the Arab contribution to perfumery, I came across the collection of perfume recipes assembled by the Arab philosopher-scientist Yaqub al-Kindi, which have never been translated into English (some, which I have translated myself, are now included in an appendix to this book). I realized that in that work I had found key evidence to demonstrate how the medieval Arab perfume makers had been the bridge in perfume history between ancient and modern times. Perfumery could now be seen as an art with a continuous history of development since the dawn of civilization."
668,23609924,"Plastic: past, present, and future","We all know plastic use is a big problem, but when did we start using plastic? And why? Start a journey through the life cycle of plastic to learn how plastics are produced, the many uses of plastics throughout the last century, how our plastic use has spiralled out of control, and some ideas for what we can do about it. Here's the whole story about plastic- filled with information to empower children to make choices that will affect their future."
668,23758857,Making Soap: 18 luxurious soaps to make and give using natural ingredients,"""Beautifully photographed, this beginner-friendly guide has everything you need to make 18 lovely soaps. Inspirational for seasoned soap-makers as well, the recipes use only natural ingredients that are kind to the skin and our environment. From olive oil to juniper and cucumber to honey, there are lots of gorgeous fragrances and colours to satisfy everyone. With comprehensive information on where to start and what you need, the book includes essential tips on utensils, safety issues to consider, and by a step-by-step guide to making soap. There are also useful sections on fragrances and natural colourings and additives such as coffee and cinnamon. This book tells you everything you need to know about making your own hand-crafted soap, using tools most people already own.""--"
